target,fold_id,source_id,cell_id,condition_id,row_index,reference,prediction,absolute_error,cycle_id,timestamp_s,cumulative_charge_ah,cumulative_energy_wh,previous_capacity_ah,previous_energy_wh,soc,soe,soh,rul_cycles,physical_candidate,physical_absolute_error,causal_progress,discharge_stage
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506536,0.999999985152632,0.9995157724934884,0.0004842126591436,237,1924.1433,1.5984954e-08,5.51594208555224e-08,1.0766187,3.211002694285467,0.999999985152632,0.9999999828217456,,,0.999999985152632,0.0,1.4847367967879434e-08,0-25%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506539,0.5351622631113504,0.5447642196880025,0.009601956576652,237,2333.9658999999992,0.500453,1.5733784951485907,1.0766187,3.211002694285467,0.5351622631113504,0.5100039940954615,,,0.5351622631113504,0.0,0.46483773688864966,25-50%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506542,0.0575641125312054,0.0515457026873746,0.0060184098438307,237,2754.6751000000004,1.0146441,3.082690372811457,1.0766187,3.211002694285467,0.0575641125312054,0.0399602036156381,,,0.057564112531205414,1.3877787807814457e-17,0.9424358874687946,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506555,0.7324015722139405,0.7273453975489149,0.0050561746650256,238,2160.1973,0.28808191,0.9129537321124548,1.0765456,3.2106540075340098,0.7324015722139405,0.7156486715883589,,,0.7324015722139405,0.0,0.2675984277860594,25-50%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506560,0.0205795277041679,0.0145798055214621,0.0059997221827057,238,2814.003499999999,1.0543908,3.1657638502212846,1.0765456,3.2106540075340098,0.0205795277041679,0.0139816240577114,,,0.020579527704167933,3.122502256758253e-17,0.9794204722958321,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506574,0.3056536145949357,0.289892407340127,0.0157612072548086,239,2536.050500000005,0.74745208,2.3268536996793237,1.076483,3.209946796418256,0.3056536145949357,0.2751114435056403,,,0.3056536145949357,0.0,0.6943463854050643,50-75%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506576,0.055146899672359,0.045506290244756,0.0096406094276029,239,2756.682099999998,1.0171183,3.087610075348392,1.076483,3.209946796418256,0.055146899672359,0.0381117597358218,,,0.055146899672359084,8.326672684688674e-17,0.9448531003276409,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506577,0.019257062118027,0.013605498664043,0.0056515634539839,239,2818.7309000000023,1.0557531,3.167933842106562,1.076483,3.209946796418256,0.019257062118027,0.0130883646914562,,,0.019257062118027024,2.42861286636753e-17,0.980742937881973,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506589,0.9999999978832876,1.0,2.1167123609444616e-09,240,1734.1466,2.2783537e-09,7.89152518589181e-09,1.0763643,3.209153496107362,0.9999999978832876,0.9999999975409324,,,0.9999999978832875,1.1102230246251565e-16,2.11671243648642e-09,0-25%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506590,0.9999999978832876,0.9995307355010864,0.0004692623822013,240,1899.1435000000056,2.2783537e-09,7.89152518589181e-09,1.0763643,3.209153496107362,0.9999999978832876,0.9999999975409324,,,0.9999999978832875,1.1102230246251565e-16,2.11671243648642e-09,0-25%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506591,0.9540122651782488,0.9477243556672972,0.0062879095109517,240,1965.012800000004,0.049499556,0.1609804326120729,1.0763643,3.209153496107362,0.9540122651782488,0.949837104143713,,,0.9540122651782487,1.1102230246251565e-16,0.04598773482175133,0-25%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506594,0.3117188948016949,0.3101889233201449,0.0015299714815499,240,2530.647700000002,0.74084121,2.306878778286616,1.0763643,3.209153496107362,0.3117188948016949,0.281156609964337,,,0.3117188948016949,0.0,0.6882811051983051,50-75%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506598,0.0007207596907478,0.0010654917994896,0.0003447321087418,240,3018.6151000000027,1.0755885,3.207059604414429,1.0763643,3.209153496107362,0.0007207596907478,0.0006524747711422,,,0.0007207596907478075,7.589415207398531e-18,0.9992792403092522,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506610,0.4466003403037089,0.4417269981391479,0.0048733421645609,241,2411.822,0.59560961,1.8655497645116703,1.0762739,3.208430419711448,0.4466003403037089,0.4185475386810945,,,0.4466003403037089,0.0,0.5533996596962911,50-75%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506612,0.095462381834215,0.093943087378501,0.0015192944557139,241,2721.032599999998,0.97353023,2.97828881103409,1.0762739,3.208430419711448,0.095462381834215,0.0717302788501973,,,0.09546238183421507,6.938893903907228e-17,0.9045376181657849,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506616,8.520135998824063e-05,0.000332422619082,0.0002472212590938,241,3099.424899999998,1.0761822,3.2075398617174224,1.0762739,3.208430419711448,8.520135998824063e-05,0.0002775681182157,,,8.520135998824063e-05,0.0,0.9999147986400118,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506626,7.656696050184486e-05,0.0006131195638431,0.0005365526033413,242,3099.6749000000054,1.0760998,3.2069597682891495,1.0761822,3.2075398617174224,7.656696050184486e-05,0.0001808530691064,,,7.656696050184486e-05,0.0,0.9999234330394982,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506647,0.999999988791687,0.9995157724934884,0.0004842162981986,244,1914.1107000000047,1.206048e-08,4.1219334740401995e-08,1.0760299,3.2067017769605974,0.999999988791687,0.9999999871458785,,,0.999999988791687,0.0,1.1208313077545521e-08,0-25%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506652,0.1597175691865068,0.1540288993597063,0.0056886698268004,244,2664.2471000000005,0.90416902,2.787549596226119,1.0760299,3.2067017769605974,0.1597175691865068,0.1307113070962784,,,0.1597175691865068,0.0,0.8402824308134932,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506655,0.0023396190012935,0.0020312519175484,0.000308367083745,244,2942.8271000000022,1.0735124,3.2018521423306012,1.0760299,3.2067017769605974,0.0023396190012935,0.0015123435128391,,,0.002339619001293536,3.599551212651875e-17,0.9976603809987065,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506656,3.2898714059870215e-05,0.000428818760737,0.0003959200466771,244,3101.824800000002,1.0759945,3.2068163144966615,1.0760299,3.2067017769605974,3.2898714059870215e-05,0.0,,,3.2898714059870215e-05,0.0,0.9999671012859401,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506669,0.0922362893118877,0.0859828362692723,0.0062534530426153,245,2723.621299999999,0.97674876,2.9869593431683046,1.0759945,3.2068163144966615,0.0922362893118877,0.0685592655664362,,,0.09223628931188776,6.938893903907228e-17,0.9077637106881122,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506670,0.0464990295024743,0.0402563740984253,0.0062426554040489,245,2763.8838000000032,1.0259618,3.106789020556931,1.0759945,3.2068163144966615,0.0464990295024743,0.0311920871449822,,,0.04649902950247431,6.938893903907228e-18,0.9535009704975257,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506672,0.0005530697415274,0.0006641385956146,0.0001110688540872,245,3032.9801000000007,1.0753994,3.20600679310645,1.0759945,3.2068163144966615,0.0005530697415274,0.0002524377172935,,,0.0005530697415274677,6.765421556309548e-17,0.9994469302584725,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506683,0.999999999227532,1.0,7.724679784715248e-10,246,1694.127999999997,8.3112695e-10,2.949352760863388e-09,1.075937,3.2070819572883704,0.999999999227532,0.9999999990803624,,,0.9999999992275319,1.1102230246251565e-16,7.724680441326955e-10,0-25%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506686,0.7633810529798677,0.7547663687955726,0.0086146841842951,246,2132.805699999997,0.25458708,0.8080403489606242,1.075937,3.2070819572883704,0.7633810529798677,0.7480449955061851,,,0.7633810529798677,0.0,0.23661894702013225,0-25%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506688,0.3539293099874806,0.34636027736723,0.0075690326202506,246,2493.249499999998,0.69513136,2.1691115988615643,1.075937,3.2070819572883704,0.3539293099874806,0.3236494646068925,,,0.3539293099874806,0.0,0.6460706900125194,50-75%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506689,0.1438620383907235,0.1447401493622319,0.0008781109715084,246,2678.176800000001,0.92115051,2.8360689364006992,1.075937,3.2070819572883704,0.1438620383907235,0.1156855440019274,,,0.14386203839072353,2.7755575615628914e-17,0.8561379616092765,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506690,0.062857676611177,0.0596464279656999,0.003211248645477,246,2749.4867999999988,1.0083061,3.0662229362746705,1.075937,3.2070819572883704,0.062857676611177,0.0439212414555186,,,0.06285767661117703,2.7755575615628914e-17,0.937142323388823,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506703,1.1896755494622546e-05,0.0003638278316445,0.0003519310761499,247,3101.2649999999994,1.0759108,3.2086036314274597,1.0759236,3.2074246966518314,1.1896755494622546e-05,0.0,,,1.1896755494622546e-05,0.0,0.9999881032445054,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506718,0.0148782780133815,0.0110145119957763,0.0038637660176051,248,2833.7842999999993,1.0599031,3.1786359964873263,1.0759108,3.2086036314274597,0.0148782780133815,0.0093397746753783,,,0.014878278013381596,9.540979117872439e-17,0.9851217219866184,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506733,0.7037397345013322,0.7118468849186634,0.0081071504173312,249,2185.340400000001,0.31877095,1.0095221223332425,1.0759828,3.2107954181461857,0.7037397345013322,0.6855850370821479,,,0.7037397345013322,0.0,0.2962602654986678,25-50%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506735,0.2601868449941765,0.2614991794680746,0.0013123344738981,249,2575.8218999999954,0.79602623,2.473890767045986,1.0759828,3.2107954181461857,0.2601868449941765,0.2295084410970244,,,0.26018684499417655,5.551115123125783e-17,0.7398131550058235,50-75%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506739,0.0005388561973295,0.0008560446722829,0.0003171884749534,249,3023.9254999999976,1.075403,3.209726880280225,1.0759828,3.2107954181461857,0.0005388561973295,0.0003327953752276,,,0.0005388561973295181,1.8106176280507924e-17,0.9994611438026705,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506750,0.6727959461309286,0.67058637778559,0.0022095683453385,250,2212.5685000000085,0.35209391,1.1132858745159706,1.0760683,3.211057501726964,0.6727959461309286,0.6532961885867115,,,0.6727959461309286,0.0,0.32720405386907137,25-50%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506753,0.1074592662937845,0.0997254815645829,0.0077337847292015,250,2710.3034000000043,0.96043479,2.9450584097649455,1.0760683,3.211057501726964,0.1074592662937845,0.0828384704474957,,,0.10745926629378455,5.551115123125783e-17,0.8925407337062155,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506769,0.9703131976038376,0.9643830144863506,0.005930183117487,251,1950.6616999999967,0.031939149,0.1049088177340837,1.0758703,3.208358750367438,0.9703131976038376,0.9673014067637952,,,0.9703131976038376,0.0,0.029686802396162434,0-25%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506772,0.3172995573908862,0.3158815696825316,0.0014179877083546,251,2525.4842000000062,0.73449713,2.2877828919187277,1.0758703,3.208358750367438,0.3172995573908862,0.2869304619825576,,,0.3172995573908862,0.0,0.6827004426091138,50-75%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506797,0.9999999997236432,1.0,2.7635682631199643e-10,253,1684.1457999999984,2.9722841e-10,1.0700576759036311e-09,1.0755237,3.2038350671051337,0.9999999997236432,0.9999999996660072,,,0.9999999997236431,1.1102230246251565e-16,2.763569133808953e-10,0-25%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506800,0.7879272860281926,0.7775330189294568,0.0103942670987358,253,2111.138599999991,0.22808923,0.7247107835970115,1.0755237,3.2038350671051337,0.7879272860281926,0.7737989726631486,,,0.7879272860281926,0.0,0.2120727139718074,0-25%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506801,0.5717197212855467,0.5741670479470461,0.0024473266614993,253,2301.3940999999904,0.46062559,1.4498333918610395,1.0755237,3.2038350671051337,0.5717197212855467,0.5474694041690932,,,0.5717197212855467,0.0,0.42828027871445323,25-50%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506804,0.0696135287395339,0.0644320338247695,0.0051814949147643,253,2743.2322999999888,1.0006527,3.0453292829981273,1.0755237,3.2038350671051337,0.0696135287395339,0.0494737652803788,,,0.06961352873953397,6.938893903907228e-17,0.930386471260466,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506805,0.0444789826574718,0.0344979178402867,0.009981064817185,253,2766.059599999993,1.0276855,3.1076531481718375,1.0755237,3.2038350671051337,0.0444789826574718,0.030020870899638,,,0.044478982657471855,5.551115123125783e-17,0.9555210173425281,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506817,0.000112887534817,0.0003638278316445,0.0002509402968275,254,3100.61099999999,1.0752852,3.2030838397883197,1.0754066,3.2030944497061764,0.000112887534817,3.312396191668121e-06,,,0.00011288753481708547,8.546223624616989e-17,0.9998871124651829,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506828,0.4237379348288248,0.4029871960073201,0.0207507388215047,255,2431.465299999996,0.61964607,1.9396237989431235,1.0752852,3.2030838397883197,0.4237379348288248,0.3944511302360083,,,0.4237379348288248,0.0,0.5762620651711752,50-75%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506829,0.2132539255631901,0.2067018304229207,0.0065520951402693,255,2616.650099999999,0.84597641,2.6200648056137896,1.0752852,3.2030838397883197,0.2132539255631901,0.1820180374089302,,,0.21325392556319012,2.7755575615628914e-17,0.7867460744368099,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506831,0.0450934319564707,0.0426328582165912,0.0024605737398794,255,2764.590299999996,1.0267969,3.108276107469959,1.0752852,3.2030838397883197,0.0450934319564707,0.0295988918993221,,,0.04509343195647075,5.551115123125783e-17,0.9549065680435292,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506854,0.0,0.0003638278316445,0.0003638278316445,257,3100.5780000000086,1.0755126,3.208724666083568,1.0754638,3.207623801341463,0.0,0.0,,,0.0,0.0,1.0000453757718297,>100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506864,0.7485778874185203,0.7465753624097703,0.0020025250087499,258,2145.742100000003,0.27040765,0.8581635334322991,1.0755126,3.208724666083568,0.7485778874185203,0.7325530786411361,,,0.7485778874185203,0.0,0.2514221125814798,25-50%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506867,0.1305871823351952,0.1313656081731036,0.0007784258379084,258,2689.5599999999977,0.93506444,2.877125118329378,1.0755126,3.208724666083568,0.1305871823351952,0.1033430980411685,,,0.13058718233519528,8.326672684688674e-17,0.8694128176648047,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506870,0.0015051427570443,0.001627824164476,0.0001226814074317,258,2967.8386000000028,1.0738938,3.20582153859813,1.0755126,3.208724666083568,0.0015051427570443,0.00090476054743,,,0.0015051427570443865,8.651933336434325e-17,0.9984948572429556,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506882,0.4684321686813079,0.4736516931586901,0.0052195244773822,259,2392.2632000000012,0.57172406,1.7938034930625348,1.075543,3.2091199462106292,0.4684321686813079,0.4410294650467392,,,0.4684321686813079,0.0,0.5315678313186921,50-75%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506884,0.1101548613119139,0.1042114049147223,0.0059434563971915,259,2707.5424000000057,0.95706671,2.937213273374109,1.075543,3.2091199462106292,0.1101548613119139,0.0847293580152999,,,0.11015486131191399,8.326672684688674e-17,0.889845138688086,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506886,0.0123814668497679,0.0102023430949505,0.0021791237548173,259,2847.527700000006,1.0622262,3.1821692842831,1.075543,3.2091199462106292,0.0123814668497679,0.0083981472737886,,,0.01238146684976793,2.949029909160572e-17,0.9876185331502321,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506939,0.9999999991854216,1.0,8.145784047286496e-10,263,1664.1175999999978,8.7579066e-10,2.99359172659494e-09,1.0751458,3.203751607928335,0.9999999991854216,0.999999999065598,,,0.9999999991854215,1.1102230246251565e-16,8.145785064686109e-10,0-25%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506940,0.9999999991854216,0.9995307355010864,0.0004692636843353,263,1844.1110999999944,8.7579066e-10,2.99359172659494e-09,1.0751458,3.203751607928335,0.9999999991854216,0.999999999065598,,,0.9999999991854215,1.1102230246251565e-16,8.145785064686109e-10,0-25%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506943,0.6284612840416621,0.6207946469984482,0.0076666370432139,263,2251.3159999999916,0.39945829,1.2600498430545557,1.0751458,3.203751607928335,0.6284612840416621,0.6066955253533681,,,0.6284612840416621,0.0,0.37153871595833793,25-50%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506960,0.6932752593076669,0.6800634623625463,0.0132117969451205,264,2194.241599999994,0.32967499,1.0427289196825102,1.0748236,3.1996783599002554,0.6932752593076669,0.6741144570184188,,,0.6932752593076669,0.0,0.30672474069233313,25-50%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506964,0.0526812957958867,0.045417382634636,0.0072639131612506,264,2758.0025000000023,1.0182005,3.0851754899079307,1.0748236,3.1996783599002554,0.0526812957958867,0.0357857437882894,,,0.05268129579588676,6.245004513516506e-17,0.9473187042041132,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506966,0.0010061185854124,0.001616768233219,0.0006106496478066,264,2999.6082000000024,1.0737422,3.1974063190082016,1.0748236,3.1996783599002554,0.0010061185854124,0.0007100841511221,,,0.001006118585412441,4.098284211995207e-17,0.9989938814145876,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506987,0.7098460518031653,0.7103672718788671,0.0005212200757017,266,2179.641300000003,0.3118169,0.9868997680648046,1.0746602,3.1988108362695504,0.7098460518031653,0.6914791719238622,,,0.7098460518031653,0.0,0.29015394819683465,25-50%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506989,0.2999736753999079,0.2875407063444827,0.0124329690554251,266,2540.0286999999953,0.75229043,2.3403741356194714,1.0746602,3.1988108362695504,0.2999736753999079,0.2683611956408109,,,0.29997367539990794,5.551115123125783e-17,0.7000263246000921,50-75%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,506992,0.0177239279913782,0.0131402385816396,0.0045836894097385,266,2829.085600000006,1.055613,3.160414080297282,1.0746602,3.1988108362695504,0.0177239279913782,0.0120034468862331,,,0.01772392799137823,3.122502256758253e-17,0.9822760720086218,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,507008,0.0478064014524264,0.0453816293070154,0.0024247721454109,267,2762.0967999999993,1.023242,3.0951363548618613,1.0746155,3.198418790905971,0.0478064014524264,0.0322917175004635,,,0.04780640145242643,2.7755575615628914e-17,0.9521935985475736,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,507024,0.0905989543390758,0.0825994734984638,0.0079994808406119,268,2723.9554999999964,0.97711432,2.984047884338067,1.0744592,3.1976885159487822,0.0905989543390758,0.0668109575229612,,,0.09059895433907583,2.7755575615628914e-17,0.9094010456609242,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,507025,0.0494128581150405,0.0432022641740287,0.0062105939410117,268,2760.6610999999975,1.0213671,3.0907826373281315,1.0744592,3.1976885159487822,0.0494128581150405,0.0334322364693894,,,0.04941285811504059,9.020562075079397e-17,0.9505871418849594,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,507026,0.0074622656681612,0.0049342695099057,0.0025279961582554,268,2883.5985999999975,1.0664413,3.1811843482674416,1.0744592,3.1976885159487822,0.0074622656681612,0.0051612805934738,,,0.0074622656681612165,1.6479873021779667e-17,0.9925377343318388,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,507042,0.0493200352859031,0.043035149808219,0.006284885477684,269,2760.734400000001,1.0214328,3.0904853611193235,1.0744234,3.1971478021076316,0.0493200352859031,0.03336174853036,,,0.04932003528590312,2.0816681711721685e-17,0.9506799647140969,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,507057,0.2505516489522914,0.2316097157462913,0.018941933206,270,2583.24010000001,0.80513716,2.497459039251158,1.0743064,3.1964849748544717,0.2505516489522914,0.2186858192991001,,,0.25055164895229143,5.551115123125783e-17,0.7494483510477086,50-75%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,507058,0.0960108121854249,0.085731559348132,0.0102792528372928,270,2719.0764000000054,0.97116137,2.9680853504238742,1.0743064,3.1964849748544717,0.0960108121854249,0.0714533702574328,,,0.09601081218542495,5.551115123125783e-17,0.903989187814575,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,507060,0.0082928855306082,0.0060721322435796,0.0022207532870285,270,2878.1433999999863,1.0653973,3.178164646735286,1.0743064,3.1964849748544717,0.0082928855306082,0.0057313981649546,,,0.008292885530608252,5.204170427930421e-17,0.9917071144693917,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,507062,7.334965145888717e-05,0.0004125127546179,0.000339163103159,270,3100.936999999991,1.0742276,3.1958249437204445,1.0743064,3.1964849748544717,7.334965145888717e-05,0.0002064865435688,,,7.334965145888717e-05,0.0,0.9999266503485411,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,507094,0.0171749089291892,0.0110395402549205,0.0061353686742686,272,2832.7583999999915,1.0556885,3.1582626625768944,1.0741367,3.195467100812881,0.0171749089291892,0.0116428794483668,,,0.01717490892918927,6.938893903907228e-17,0.9828250910708107,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,507096,0.0001097625656026,0.0004125127546179,0.0003027501890153,272,3098.49059999999,1.0740188,3.1949228341880547,1.0741367,3.195467100812881,0.0001097625656026,0.0001703245903197,,,0.00010976256560268904,8.904010341537205e-17,0.9998902374343973,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,507114,0.0200242304883303,0.0198497586809601,0.0001744718073701,273,2822.470900000015,1.0525124,3.1514817738077627,1.0740188,3.1949228341880547,0.0200242304883303,0.0135969044120378,,,0.020024230488330352,5.204170427930421e-17,0.9799757695116696,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,507116,6.247562891814606e-05,0.0005089088962728,0.0004464332673546,273,3100.198399999994,1.0739517,3.194360956332973,1.0740188,3.1949228341880547,6.247562891814606e-05,0.0001758658610058,,,6.247562891814606e-05,0.0,0.9999375243710819,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,507126,0.687691718351952,0.6806152240721276,0.0070764942798243,274,2198.9054999999935,0.33540401,1.060327226169834,1.0739517,3.194360956332973,0.687691718351952,0.6680628017107194,,,0.687691718351952,0.0,0.312308281648048,25-50%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,507127,0.4883085710465378,0.484247116208423,0.0040614548381148,274,2374.103699999978,0.54953188,1.7234539950764245,1.0739517,3.194360956332973,0.4883085710465378,0.4604698659180658,,,0.4883085710465378,0.0,0.5116914289534622,50-75%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,507149,0.1385662105423132,0.136341418250828,0.0022247922914851,275,2681.324099999998,0.9250586,2.844209391025175,1.0738592,3.194064643412787,0.1385662105423132,0.1095329279290351,,,0.13856621054231322,2.7755575615628914e-17,0.8614337894576868,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,507168,0.4213111584823404,0.4052116832993394,0.0160994751830009,276,2432.9476999999897,0.62141639,1.944496958878076,1.0738351,3.1953788731715513,0.4213111584823404,0.3914659149798788,,,0.42131115848234046,5.551115123125783e-17,0.5786888415176595,50-75%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,507170,0.099113234424913,0.0873572401970627,0.0117559942278503,276,2716.0307999999786,0.96740383,2.959806674528985,1.0738351,3.1953788731715513,0.099113234424913,0.0737227752929188,,,0.09911323442491304,4.163336342344337e-17,0.900886765575087,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,507185,0.5087011250904176,0.5036734384518704,0.0050276866385472,277,2356.1925000000047,0.52760822,1.656739553079735,1.0739048,3.196854567733447,0.5087011250904176,0.4817594864021748,,,0.5087011250904176,0.0,0.4912988749095823,25-50%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,507189,0.0212609162376404,0.0154595553096878,0.0058013609279525,277,2817.829300000012,1.0510726,3.1505795627702295,1.0739048,3.196854567733447,0.0212609162376404,0.0144751673818012,,,0.02126091623764048,7.979727989493313e-17,0.9787390837623595,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,507191,4.851454244358955e-05,0.0004125127546179,0.0003639982121743,277,3103.3538000000117,1.0738527,3.19613860578317,1.0739048,3.196854567733447,4.851454244358955e-05,0.0002239582486808,,,4.851454244358955e-05,0.0,0.9999514854575564,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,507211,0.7162653276425928,0.7154910403630551,0.0007742872795376,279,2173.74059999999,0.30464518,0.9642775277795974,1.0736974,3.193489788873382,0.7162653276425928,0.698048971022456,,,0.7162653276425928,0.0,0.28373467235740724,25-50%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,507216,0.029009942652371,0.0285159606221299,0.000493982030241,279,2796.6527999999817,1.0425495,3.1304858292439572,1.0736974,3.193489788873382,0.029009942652371,0.0197288746151439,,,0.029009942652371,0.0,0.970990057347629,75-100%
soc,outer-02,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,507235,2.9620748235092975e-05,0.0005089088962728,0.0004792881480377,280,3103.2774999999965,1.07354,3.192123938896148,1.0735718,3.192527885541437,2.9620748235092975e-05,0.0001265287758702,,,2.9620748235092975e-05,0.0,0.9999703792517649,75-100%
